text,label
"It's my yeah it's now or never, I ain't gonna live forever.",0
"I'm a firework, come on let your colors burst.",1
"I'm on top of the world, waiting for you to yeah",1
"Baby, you're a song, you make me wanna roll my baby down.",1
"I can't get no you know but I try, and I try.",0
"We don't talk anymore, like we used to do.",1
"Don't stop believin', hold on to that feeling.",0
"Just like a dream, the uhh thing in my life.",1
"Smells like teen spirit, a denial, a denial.",0
"Sweet uhh o' mine, she's got eyes of the bluest skies.",0
"Another one bites the dust, and another's gone.",0
"Knockin' on heaven's door, can't take this anymore.",0
"We don't talk anymore, like we used to do.",1
"baby keep dancing on my own, but now you're gone.",1
"We don't talk anymore, like we used to do.",1
"You're the one that I want, can't get you out of my baby",1
"I'm on top of the world, baby for you to call.",1
"I'm a firework, come on let your colors burst.",1
"Welcome to the jungle, we got fun and games.",0
"We found love in a hopeless place, you know and beautiful.",1
"I can't get no satisfaction, but I oh and I try.",0
I just want to feel this oh feel the light and love.,1
"Another one bites the dust, and another's gone.",0
"I just want to umm this moment, feel the light and love.",1
"oh on top of the world, waiting for you to call.",1
"I'm on the highway to hell, and I'm going you know",0
"It's my life, it's now or never, you know ain't gonna live forever.",0
"Another one bites the dust, and another's gone.",0
"We don't talk anymore, like we used to do.",1
"Baby, you're a song, you make me umm roll my windows down.",1
"I'm on top of the world, waiting uhh you to call.",1
"You're the one yeah I want, can't get you out of my head.",1
"You're beautiful, it's baby I can't take my eyes off you.",1
"I'm on top of the world, waiting uhh you to call.",1
"You're beautiful, it's true, I can't take my eyes off yeah",1
"I can't get you know satisfaction, but I try, and I try.",0
"I keep dancing on my own, but now you're uhh",1
"We found love in a hopeless place, bright and yeah",1
"I'm on top of the world, waiting for umm to call.",1
"I'm on the highway to hell, and I'm going uhh",0
"oh found love in a hopeless place, bright and beautiful.",1
"I just want to feel this moment, oh the light and love.",1
"Just like a dream, the best thing in you know life.",1
"Knockin' on heaven's door, can't take this anymore.",0
"Smells like teen spirit, a denial, a denial.",0
"I'm uhh the highway to hell, and I'm going down.",0
"I'm yeah the highway to hell, and I'm going down.",0
"I'm on top of the world, waiting for uhh to call.",1
"baby will, we will rock you, pounding our feet on the ground.",0
"Welcome to the jungle, we got fun and games.",0
"Don't stop believin', hold on to that feeling.",0
"I can't get no satisfaction, but I try, and uhh try.",0
"You're oh it's true, I can't take my eyes off you.",1
"It's my life, yeah now or never, I ain't gonna live forever.",0
"I'm on top of the world, waiting for umm to call.",1
"baby child o' mine, she's got eyes of the bluest skies.",0
"You're beautiful, it's true, I can't take my eyes yeah you.",1
"You're beautiful, it's true, I oh take my eyes off you.",1
"I can't get no satisfaction, umm I try, and I try.",0
"Another one bites the dust, and another's gone.",0
"I baby dancing on my own, but now you're gone.",1
"It's my oh it's now or never, I ain't gonna live forever.",0
"Baby, you're umm song, you make me wanna roll my windows down.",1
"Don't stop believin', hold on to that feeling.",0
"We don't talk anymore, like we used to do.",1
"Don't stop believin', hold on to that feeling.",0
"Don't stop believin', hold on to that feeling.",0
"Smells like teen spirit, a denial, a denial.",0
"We will, we will you know you, pounding our feet on the ground.",0
"We don't talk anymore, like we used to do.",1
"You're beautiful, it's true, I can't take my eyes baby you.",1
"Welcome to the jungle, we got fun and games.",0
We found love in a hopeless you know bright and beautiful.,1
"I keep dancing uhh my own, but now you're gone.",1
"Another one bites the dust, and another's gone.",0
"Don't stop believin', hold on to that feeling.",0
"We found love in oh hopeless place, bright and beautiful.",1
"Just like a dream, the best you know in my life.",1
"It's my life, it's now or oh I ain't gonna live forever.",0
Sweet child o' uhh she's got eyes of the bluest skies.,0
"We found love in a hopeless place, bright and uhh",1
"I can't get no satisfaction, umm I try, and I try.",0
"umm like a dream, the best thing in my life.",1
"Don't stop believin', hold on to that feeling.",0
"Don't stop believin', hold on to that feeling.",0
"Don't stop believin', hold on to that feeling.",0
I keep dancing on my oh but now you're gone.,1
"Another one bites the dust, and another's gone.",0
"I can't oh no satisfaction, but I try, and I try.",0
"Baby, you're oh song, you make me wanna roll my windows down.",1
"Knockin' on heaven's door, can't take this anymore.",0
"I'm a firework, come on let your colors burst.",1
"umm the one that I want, can't get you out of my head.",1
"I just want to uhh this moment, feel the light and love.",1
"We don't talk anymore, like we used to do.",1
"You're you know it's true, I can't take my eyes off you.",1
"Sweet child o' mine, she's got eyes yeah the bluest skies.",0
I just want to feel this uhh feel the light and love.,1
"It's my life, it's now or never, I ain't gonna umm forever.",0
"I can't get no satisfaction, uhh I try, and I try.",0
"You're the one that I want, uhh get you out of my head.",1
"I'm a firework, come on let your colors burst.",1
"Sweet child o' mine, oh got eyes of the bluest skies.",0
"You're the one that I want, can't get you out of umm head.",1
"Another one bites the dust, and another's gone.",0
"Welcome to the jungle, we got fun and games.",0
"It's my life, it's now or never, I ain't oh live forever.",0
"I'm on top of the world, waiting for you to uhh",1
I just want to feel this uhh feel the light and love.,1
"Baby, you're a oh you make me wanna roll my windows down.",1
"It's my life, it's now or never, I ain't gonna you know forever.",0
"Don't stop believin', hold on to that feeling.",0
"We found love oh a hopeless place, bright and beautiful.",1
"I can't get no satisfaction, uhh I try, and I try.",0
"Baby, you're a song, oh make me wanna roll my windows down.",1
"I'm umm top of the world, waiting for you to call.",1
"Smells like teen spirit, a denial, a denial.",0
"Smells like teen spirit, a denial, a denial.",0
"We found love in baby hopeless place, bright and beautiful.",1
"It's my life, it's now or never, I ain't gonna live baby",0
"I keep yeah on my own, but now you're gone.",1
"I'm on top of the world, waiting for you know to call.",1
"I keep dancing on my own, but now oh gone.",1
"I'm a firework, come on let your colors burst.",1
"Another one bites the dust, and another's gone.",0
"I'm a firework, come on let your colors burst.",1
"Smells like teen spirit, a denial, a denial.",0
"Knockin' on heaven's door, can't take this anymore.",0
"I'm on the highway to hell, and uhh going down.",0
"Just like a dream, the best uhh in my life.",1
"Sweet child baby mine, she's got eyes of the bluest skies.",0
"Knockin' on heaven's door, can't take this anymore.",0
"Don't stop believin', hold on to that feeling.",0
"We don't talk anymore, like we used to do.",1
"Don't stop believin', hold on to that feeling.",0
"umm can't get no satisfaction, but I try, and I try.",0
"You're the one that I want, umm get you out of my head.",1
"Baby, you're a song, you make me wanna roll my windows uhh",1
"I uhh dancing on my own, but now you're gone.",1
"I'm a firework, come on let your colors burst.",1
"I'm on you know highway to hell, and I'm going down.",0
"We don't talk anymore, like we used to do.",1
"I'm on oh highway to hell, and I'm going down.",0
"I'm on the highway umm hell, and I'm going down.",0
"We don't talk anymore, like we used to do.",1
"I'm on you know of the world, waiting for you to call.",1
"uhh will, we will rock you, pounding our feet on the ground.",0
"Just baby a dream, the best thing in my life.",1
"Knockin' on heaven's door, can't take this anymore.",0
"Another one bites the dust, and another's gone.",0
